"Page Load","Page Load",module,MageBig_WebP
Cron,Cron,module,MageBig_WebP
"Page Load & Cron","Page Load & Cron",module,MageBig_WebP
"Manually by CLI bin/magento magebig:webp:convert","Manually by CLI bin/magento magebig:webp:convert",module,MageBig_WebP
"File(s) by path does not exist!  %1","File(s) by path does not exist!  %1",module,MageBig_WebP
"Clean WebP Cache","Clean WebP Cache",module,MageBig_WebP
"Do you really want to clean all generated webp images?","Do you really want to clean all generated webp images?",module,MageBig_WebP
Edit,Edit,module,MageBig_WidgetPlus
ID,ID,module,MageBig_WidgetPlus
Title,Title,module,MageBig_WidgetPlus
Identifier,Identifier,module,MageBig_WidgetPlus
"Store View","Store View",module,MageBig_WidgetPlus
Status,Status,module,MageBig_WidgetPlus
Disabled,Disabled,module,MageBig_WidgetPlus
Enabled,Enabled,module,MageBig_WidgetPlus
Action,Action,module,MageBig_WidgetPlus
SKU,SKU,module,MageBig_WidgetPlus
Product,Product,module,MageBig_WidgetPlus
Type,Type,module,MageBig_WidgetPlus
"Attribute Set","Attribute Set",module,MageBig_WidgetPlus
Price,Price,module,MageBig_WidgetPlus
"Special Price","Special Price",module,MageBig_WidgetPlus
Visibility,Visibility,module,MageBig_WidgetPlus
No,No,module,MageBig_WidgetPlus
"Background Image","Background Image",module,MageBig_WidgetPlus
"Background Parallax","Background Parallax",module,MageBig_WidgetPlus
"Background Video","Background Video",module,MageBig_WidgetPlus
Carousel,Carousel,module,MageBig_WidgetPlus
Slideshow,Slideshow,module,MageBig_WidgetPlus
Left,Left,module,MageBig_WidgetPlus
Right,Right,module,MageBig_WidgetPlus
Categories,Categories,module,MageBig_WidgetPlus
Collections,Collections,module,MageBig_WidgetPlus
"New Create","New Create",module,MageBig_WidgetPlus
"New Update","New Update",module,MageBig_WidgetPlus
"New From Date","New From Date",module,MageBig_WidgetPlus
"Best Selling","Best Selling",module,MageBig_WidgetPlus
"Most Viewed","Most Viewed",module,MageBig_WidgetPlus
Discount,Discount,module,MageBig_WidgetPlus
"Top Ratting","Top Ratting",module,MageBig_WidgetPlus
"Featured Products","Featured Products",module,MageBig_WidgetPlus
"New Products","New Products",module,MageBig_WidgetPlus
"Discount Products","Discount Products",module,MageBig_WidgetPlus
